Effect_ID,Study_ID,Authors_abbr,Authors_all,PubYear,Title,Field,Hypothesis,Survey_surveillance,Combined_survey_surveillance,Source_population,Study_design,Ecological_cross_level,Outcome_data_source,Outcome_data_source_condensed,Decade,Exposure_level,Combined_exposure_level,Sample_size,Table,Model,Nickname,Outcome,Outcome_type_factor,Exposure_labor_force_participation,Exposure_employment_unemployment,Exposure_income,Exposure_management_professional_roles,Exposure_women_owned_businesses,Exposure_education,Exposure_poverty,Exposure_representation_in_government,Exposure_voter_registration_civic_participation,Exposure_maternal_mortality,Exposure_teen_pregnancy,Exposure_other_health_outcomes,Exposure_women_legal_rights,Exposure_category_employment,Exposure_category_financial,Exposure_category_economic,Exposure_category_education,Exposure_category_political,Exposure_category_legal_rights,Exposure_category_womens_health,Exposure_combo,Exposure_PCA,Exposure_absolute_or_relative,Exposure_reliability_stats,Higher_exposure_means,Num_betas_not_fixed_effects,Num_betas_fixed_effects,Num_predictors_total,Confounders,Model_type,ES_beta,ES_exponentiated_beta,ES_partial_correlation_coefficient,ES_correlation,ES_none_reported,VAR_none_reported,VAR_CI_lower,VAR_CI_upper,VAR_z_score,VAR_p_value_range,VAR_p_value_exact,VAR_standard_error,VAR_t_test,Has_EM_with_interaction_term_not_reported_here,Include_in_regression,GI_and_victimization_was_a_main_question,Num_EMs_from_this_study,Notes
216,42,Willie & Kershaw,"Willie, T.C.; Kershaw, T.S.",2019,An ecological analysis of gender inequality and intimate partner violence in the United States,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,51,3,"Women, psychological IPV, adjusting for income",IPV (psychological),IPV - psychological,IPV,Relative,Relative,,,,Relative,,,,Absolute,Absolute,,,TRUE,,GENERATE,TRUE,,,TRUE,GENERATE,,Both/mix,,MORE sexism,2,0,2,Area median income,Linear regression,1.61,,,,,,,,,,,0.57,,FALSE,Yes,TRUE,GENERATE,
217,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in U.S. Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,1,IPV ~ Empl.,IPV,IPV,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],0.12,,,,,,,,,,,0.05,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
218,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in US Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,1,IPV ~ Income+Edu.,IPV,IPV,,,Relative,,,Relative,,,,,,,,,TRUE,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],0.05,,,,,,,,,,,0.04,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
219,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in US Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,1,IPV ~ Civic,IPV,IPV,,,,,,,,,Relative,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],0.01,,,,,,,,,,,0.01,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
220,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in US Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,2,Assault (known non-intimate) ~ Empl.,Assault - known nonintimate,Assault,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],0.01,,,,,,,,,,,0.02,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
221,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in US Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,2,Assault (known non-intimate) ~ Income+Edu.,Assault - known nonintimate,Assault,,,Relative,,,Relative,,,,,,,,,TRUE,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],0.04,,,,,,,,,,,0.04,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
222,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in US Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,2,Assault (known non-intimate) ~ Civic,Assault - known nonintimate,Assault,,,,,,,,,Relative,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],-0.01,,,,,,,,,,,0.01,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
223,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in US Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,3,Assault (stranger) ~ Empl.,Assault - stranger,Assault,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],-0.05,,,,,,,,,,,0.03,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
224,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in US Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,3,Assault (stranger) ~ Income+Edu.,Assault - stranger,Assault,,,Relative,,,Relative,,,,,,,,,TRUE,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],-0.04,,,,,,,,,,,0.03,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
225,43,Xie et al. (2011),"Xie, M.; Heimer, K.; Lauritsen, J.L.",2011,"Violence against women in US Metropolitan areas: Changes in women's status and risk, 1980–2004",Criminology,Considers multiple,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Ecological,Survey (NCVS),Survey,1990s,MSA,GENERATE,200,2,3,Assault (stranger) ~ Civic,Assault - stranger,Assault,,,,,,,,,Relative,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,14,39,53,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Other gender equality measures (absolute  & relative measures for labor force participation, income/edu, and voter turnout), fixed effects for years and MSA",Log-transformed outcome [IS THIS POISSON?],0,,,,,,,,,,,0.01,,FALSE,Yes,TRUE,GENERATE,Sample size note: 40 MSAs X 5 time periods = 200 (victimization rates pooled into 5-year buckets)
226,44,Xie et al. (2012),"Xie, M.; Lauritsen, J.L.; Heimer, K. ",2012,Intimate partner violence in U.S. metropolitan areas: The contextual influences of police and social services,Criminology,Other - gender inequalty is a control,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Cross-level,Survey (NCVS),Survey,1990s,MSA,GENERATE,487166,2,4,Empl.,IPV,IPV,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,26,0,26,"Divorce rate, Individual factors (ex. age, race, marital status), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Police per capita, mandatory arrest laws, social services, other gender vbls (female labor force participation, female income-educational attainment, female-male diff in income/edu), Year of interview (seems to be.... continuous :/), NCVS redesign",Heirarchical logistic regression,0.069,,,,,,,,,,,0.032,,FALSE,Yes,FALSE,GENERATE,"Sample size note: 487166 women, 40 MSAs, 16 yrs"
227,44,Xie et al. (2012),"Xie, M.; Lauritsen, J.L.; Heimer, K. ",2012,Intimate partner violence in U.S. metropolitan areas: The contextual influences of police and social services,Criminology,Other - gender inequalty is a control,Survey,GENERATE,Largest MSAs,Serial cross-sectional,Cross-level,Survey (NCVS),Survey,1990s,MSA,GENERATE,487166,2,4,Income+Edu.,IPV,IPV,,,Relative,,,Relative,,,,,,,,,TRUE,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,26,0,26,"Divorce rate, Individual factors (ex. age, race, marital status), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Police per capita, mandatory arrest laws, social services, other gender vbls (female labor force participation, female income-educational attainment, female-male diff in income/edu), Year of interview (seems to be.... continuous :/), NCVS redesign",Heirarchical logistic regression,-0.862,,,,,,,,,,,0.165,,FALSE,Yes,FALSE,GENERATE,"Sample size note: 487166 women, 40 MSAs, 16 yrs"
228,45,Yllö (1983),"Yllö, K.",1983,Sexual equality and violence against wives in American states,Sociology,Amelioration,Survey,GENERATE,"National survey (30 states, further details unavailable)",Cross-sectional,Ecological,Survey,Survey,1970s,State,GENERATE,2078,page 73,,Correlation ~ Index,IPV - wife-beating,IPV,Relative,Relative,Relative,Relative,,"Absolute, Relative",,Relative,,,,,Relative,TRUE,TRUE,GENERATE,TRUE,TRUE,TRUE,,GENERATE,,Both/mix,Chronbach's alpha = 0.54,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.21,,,,,,,0.1299,,,FALSE,Yes,TRUE,GENERATE,"The actual sample size (after removing some states) was not reported in this paper. However, we took a conservative estimate by counting the total observations from the other Yllö paper."
229,45,Yllö (1983),"Yllö, K.",1983,Sexual equality and violence against wives in American states,Sociology,Amelioration,Survey,GENERATE,"National survey (30 states, further details unavailable)",Cross-sectional,Ecological,Survey,Survey,1970s,State,GENERATE,2078,page 75,,Correlation ~ Economic,IPV - wife-beating,IPV,Relative,Relative,Relative,Relative,,,,,,,,,,TRUE,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.19,,,,,,,0.1599,,,FALSE,Yes,TRUE,GENERATE,"The actual sample size (after removing some states) was not reported in this paper. However, we took a conservative estimate by counting the total observations from the other Yllö paper."
230,45,Yllö (1983),"Yllö, K.",1983,Sexual equality and violence against wives in American states,Sociology,Amelioration,Survey,GENERATE,"National survey (30 states, further details unavailable)",Cross-sectional,Ecological,Survey,Survey,1970s,State,GENERATE,2078,page 75,,Correlation ~ Edu.,IPV - wife-beating,IPV,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.04,,,,,,,0.4199,,,FALSE,Yes,TRUE,GENERATE,"The actual sample size (after removing some states) was not reported in this paper. However, we took a conservative estimate by counting the total observations from the other Yllö paper."
231,45,Yllö (1983),"Yllö, K.",1983,Sexual equality and violence against wives in American states,Sociology,Amelioration,Survey,GENERATE,"National survey (30 states, further details unavailable)",Cross-sectional,Ecological,Survey,Survey,1970s,State,GENERATE,2078,page 75,,Correlation ~ Political,IPV - wife-beating,IPV,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.07,,,,,,,0.3499,,,FALSE,Yes,TRUE,GENERATE,"The actual sample size (after removing some states) was not reported in this paper. However, we took a conservative estimate by counting the total observations from the other Yllö paper."
232,45,Yllö (1983),"Yllö, K.",1983,Sexual equality and violence against wives in American states,Sociology,Amelioration,Survey,GENERATE,"National survey (30 states, further details unavailable)",Cross-sectional,Ecological,Survey,Survey,1970s,State,GENERATE,2078,2,,Corr. (control: crime) ~ Index,IPV - wife-beating,IPV,,,,,,,,,,,,,,,,GENERATE,,,,,GENERATE,,Both/mix,Chronbach's alpha = 0.54,LESS sexism,2,0,2,Crime rates (besides the outcomes of interest),Linear regression,,,-0.22,,,TRUE,,,,,,,,FALSE,Yes,TRUE,GENERATE,"The actual sample size (after removing some states) was not reported in this paper. However, we took a conservative estimate by counting the total observations from the other Yllö paper.  It's ok to not have a variance reported since they give us partial correlation coefficients, which is ultimately what we're looking for."
233,45,Yllö (1983),"Yllö, K.",1983,Sexual equality and violence against wives in American states,Sociology,Amelioration,Survey,GENERATE,"National survey (30 states, further details unavailable)",Cross-sectional,Ecological,Survey,Survey,1970s,State,GENERATE,2078,2,,Corr. (control: urban) ~ Index,IPV - wife-beating,IPV,,,,,,,,,,,,,,,,GENERATE,,,,,GENERATE,,Both/mix,Chronbach's alpha = 0.55,LESS sexism,2,0,2,Urbanness/density,Linear regression,,,-0.15,,,TRUE,,,,,,,,FALSE,Yes,TRUE,GENERATE,"The actual sample size (after removing some states) was not reported in this paper. However, we took a conservative estimate by counting the total observations from the other Yllö paper."
234,45,Yllö (1983),"Yllö, K.",1983,Sexual equality and violence against wives in American states,Sociology,Amelioration,Survey,GENERATE,"National survey (30 states, further details unavailable)",Cross-sectional,Ecological,Survey,Survey,1970s,State,GENERATE,2078,2,,Corr. (control: AMI) ~ Index,IPV - wife-beating,IPV,,,,,,,,,,,,,,,,GENERATE,,,,,GENERATE,,Both/mix,Chronbach's alpha = 0.56,LESS sexism,2,0,2,Area median income,Linear regression,,,-0.03,,,TRUE,,,,,,,,FALSE,Yes,TRUE,GENERATE,"The actual sample size (after removing some states) was not reported in this paper. However, we took a conservative estimate by counting the total observations from the other Yllö paper."
235,46,Yllö (1984),"Yllö, K.",1984,"The status of women, marital equality, and violence against wives: a contextual analysis",Sociology,Amelioration,Survey,GENERATE,"National survey (30 states, further details unavailable)",Cross-sectional,Cross-level,Survey,Survey,1970s,State,GENERATE,2078,NONE,NONE,,IPV - wife-beating,IPV,Relative,Relative,Relative,Relative,,,,,,,,,,TRUE,TRUE,GENERATE,,,,,GENERATE,,Both/mix,Chronbach's alpha = 0.57,LESS sexism,NONE,NONE,NONE,NONE,NONE,,,,,TRUE,,,,,,,,,FALSE,No - can't use numbers reported,TRUE,GENERATE,"The actual sample size (after removing some states) was not reported in this paper. However, we took a conservative estimate by counting the total observations from the other Yllö paper."
